"source";"target";"purpose"
"P07-1089";"7334";"present"
"P08-1023";"7335";"present"
"D08-1022";"7336";"present"
"P05-1066";"7337";"present"
"D07-1091";"7338";"present"
"P04-1083";"7339";"present"
"D07-1077";"7340";"present"
"J08-2006";"7341";"use"
"J02-3001";"7342";"use"
"N04-1030";"7343";"use"
"J08-2006";"7344";"use"
"P08-1086";"7345";"present"
"P08-1066";"7346";"present"
"D08-1073";"7347";"present"
"P06-1101";"7348";"use"
"D07-1086";"7349";"approach"
"P85-1030";"7350";"use"
"P98-1012";"7351";"present"
"W05-1504";"7352";"use"
"P09-1042";"7353";"present"
"P04-1061";"7354";"report"
"P08-1068";"7355";"use"
"P06-1072";"7356";"present"
"P06-1109";"7357";"approach"
"P07-1049";"7358";"approach"
"P06-1109";"7359";"present"
"P07-1049";"7360";"present"
"P06-1109";"7361";"present"
"P07-1049";"7362";"present"
"P08-1058";"7363";"approach"
"P08-1066";"7364";"present"
"W08-0403";"7365";"present"
"D08-1016";"7366";"present"
"N04-1035";"7367";"use"
"W04-3213";"7368";"approach"
"D08-1092";"7369";"use"
"P99-1065";"7370";"method"
"P05-1012";"7371";"use"
"W07-1522";"7372";"proposed by"
"P86-1031";"7373";"method"
"P95-1017";"7374";"method"
"W03-1024";"7375";"method"
"P02-1014";"7376";"method"
"J01-4004";"7377";"method"
"P86-1031";"7378";"method"
"J94-2003";"7379";"method"
"P95-1017";"7380";"method"
"W07-1522";"7381";"method"
"W03-1024";"7382";"method"
"P02-1014";"7383";"method"
"J01-4004";"7384";"method"
"S07-1009";"7385";"present"
"W05-1507";"7386";"present"
"P08-1025";"7387";"approach"
"D08-1012";"7388";"approach"
"P08-1025";"7389";"approach"
"W08-1705";"7390";"approach"
"P02-1035";"7391";"approach"
"N07-1023";"7392";"approach"
"N07-1054";"7393";"present"
"P02-1047";"7394";"present"
"W06-1317";"7395";"use"
"J04-1001";"7396";"present"
"W03-1601";"7397";"method"
"P04-1015";"7398";"method"
"J01-2004";"7399";"method"
"W03-1008";"7400";"approach"
"W10-1733";"7401";"present"
"P08-1098";"7402";"introduce"
"W05-0821";"7403";"present"
"J99-4002";"7404";"present"
"W00-1326";"7405";"method"
"P88-1012";"7406";"approach"
"J91-4003";"7407";"approach"
"P02-1011";"7408";"present"
"P99-1059";"7409";"present"
"P01-1067";"7410";"present"
"J03-4003";"7411";"use"
"W02-1001";"7412";"present"
"W95-0107";"7413";"approach"
"P98-2143";"7414";"method"
"W02-0506";"7415";"present"
"J01-2001";"7416";"present"
"P02-1043";"7417";"proposed by"
"P02-1043";"7418";"proposed by"
"J93-1003";"7419";"approach"
"J04-1001";"7420";"present"
"J02-3004";"7421";"approach"
"E97-1003";"7422";"proposed by"
"P02-1018";"7423";"present"
"A00-2001";"7424";"approach"
"P02-1031";"7425";"present"
"J00-1003";"7426";"present"
"P98-2182";"7427";"use"
"W02-1028";"7428";"present"
"P02-1033";"7429";"use"
"A00-1031";"7430";"report"
"E97-1003";"7431";"proposed by"
"E97-1003";"7432";"proposed by"
"W98-1117";"7433";"use"
"J91-1002";"7434";"use"
"P91-1034";"7435";"method"
"P90-1034";"7436";"present"
"P87-1022";"7437";"approach"
"P89-1031";"7438";"report"
"P09-2025";"7439";"method"
"N03-2021";"7440";"method"
"D09-1117";"7441";"use"
"D09-1022";"7442";"present"
"P96-1021";"7443";"introduce"
"J08-1001";"7444";"use"
"N10-1085";"7445";"use"
"E09-1089";"7446";"approach"
"W04-1017";"7447";"approach"
"E09-1089";"7448";"approach"
"P07-1107";"7449";"present"
"P11-1063";"7450";"present"
"W02-1011";"7451";"present"
"D09-1076";"7452";"present"
"J96-1002";"7453";"present"
"W02-2002";"7454";"use"
"W03-1014";"7455";"present"
"D09-1012";"7456";"present"
"P02-1006";"7457";"report"
"P02-1006";"7458";"report"
"P02-1006";"7459";"report"
"P02-1006";"7460";"report"
"D08-1022";"7461";"introduce"
"W06-1606";"7462";"use"
"W06-3119";"7463";"use"
"W06-1606";"7464";"use"
"W06-3119";"7465";"use"
"P09-1116";"7466";"report"
"P04-3013";"7467";"method"
"P10-1040";"7468";"method"
"A00-2031";"7469";"use"
"A00-2018";"7470";"use"
"P09-2093";"7471";"use"
"E12-1030";"7472";"present"
"P07-1038";"7473";"approach"
"W08-0306";"7474";"use"
"P10-1147";"7475";"report"
"P09-1104";"7476";"report"
"E03-1076";"7477";"present"
"P07-1036";"7478";"present"
"N10-1061";"7479";"use"
"W03-0405";"7480";"use"
"D10-1051";"7481";"use"
"P10-1110";"7482";"use"
"J04-4002";"7483";"approach"
"D09-1024";"7484";"present"
"W10-2407";"7485";"method"
"W10-2405";"7486";"method"
"W04-2407";"7487";"proposed by"
"P10-1079";"7488";"use"
"N06-2014";"7489";"use"
"D08-1084";"7490";"report"
"N07-1030";"7491";"proposed by"
"J87-1002";"7492";"present"
"P07-1056";"7493";"method"
"J07-1003";"7494";"introduce"
"W06-1650";"7495";"use"
"W06-1650";"7496";"report"
"N04-1035";"7497";"use"
"P06-1121";"7498";"introduce"
"J97-3002";"7499";"present"
"W06-3119";"7500";"introduce"
"P96-1041";"7501";"proposed by"
"P05-1033";"7502";"method"
"W04-3250";"7503";"proposed by"
"P09-1019";"7504";"proposed by"
"P09-1065";"7505";"present"
"P09-1064";"7506";"method"
"N04-1022";"7507";"method"
"P09-1019";"7508";"method"
"N04-1022";"7509";"method"
"W09-1210";"7510";"introduce"
"P08-1108";"7511";"approach"
"N03-1017";"7512";"method"
"J10-1001";"7513";"present"
"P03-1040";"7514";"method"
"W10-1762";"7515";"method"
"N09-1071";"7516";"present"
"P09-1113";"7517";"use"
"P05-1074";"7518";"approach"
"P08-1077";"7519";"present"
"P08-1077";"7520";"proposed by"
"P05-1044";"7521";"proposed by"
"P10-1147";"7522";"present"
"N10-1146";"7523";"proposed by"
"N10-1146";"7524";"proposed by"
"N10-1146";"7525";"proposed by"
"N10-1045";"7526";"proposed by"
"N10-1045";"7527";"proposed by"
"N10-1045";"7528";"proposed by"
"W10-0734";"7529";"proposed by"
"P01-1067";"7530";"proposed by"
"D09-1048";"7531";"present"
"J04-1001";"7532";"present"
"P95-1026";"7533";"approach"
"P04-1036";"7534";"approach"
"W04-0834";"7535";"approach"
"P04-1036";"7536";"approach"
"P96-1006";"7537";"approach"
"W04-0834";"7538";"approach"
"P96-1006";"7539";"approach"
"N07-1040";"7540";"present"
"D10-1069";"7541";"proposed by"
"D07-1074";"7542";"method"
"D07-1074";"7543";"present"
"P05-1066";"7544";"report"
"P03-1011";"7545";"proposed by"
"P01-1067";"7546";"use"
"P06-1032";"7547";"proposed by"
"W09-2108";"7548";"use"
"P06-1121";"7549";"report"
"W08-0308";"7550";"use"
"P07-1011";"7551";"use"
"W09-3206";"7552";"present"
"P98-1116";"7553";"use"
"P10-1081";"7554";"use"
"P10-2008";"7555";"report"
"N04-1022";"7556";"present"
"P08-1068";"7557";"present"
"W09-1104";"7558";"use"
"P98-1069";"7559";"proposed by"
"P07-1084";"7560";"use"
"P09-4005";"7561";"present"
"P02-1038";"7562";"approach"
"P06-2065";"7563";"use"
"N10-1082";"7564";"proposed by"
"P10-1107";"7565";"present"
"D07-1038";"7566";"proposed by"
"J10-2004";"7567";"proposed by"
"D08-1090";"7568";"use"
"D10-1047";"7569";"present"
"P10-1056";"7570";"present"
"N10-1120";"7571";"report"
"S07-1048";"7572";"use"
"P09-1003";"7573";"present"
"D10-1017";"7574";"present"
"P07-1008";"7575";"use"
"J07-2003";"7576";"use"
"P06-1090";"7577";"present"
"J97-3002";"7578";"proposed by"
"D08-1022";"7579";"approach"
"W06-1615";"7580";"use"
"W04-2319";"7581";"use"
"P09-1059";"7582";"present"
"P10-1113";"7583";"report"
"W03-1025";"7584";"proposed by"
"P07-1121";"7585";"approach"
"D07-1071";"7586";"approach"
"W03-0209";"7587";"use"
"P07-1034";"7588";"use"
"P10-2050";"7589";"use"
"D09-1018";"7590";"present"
"W08-0329";"7591";"introduce"
"W10-3110";"7592";"present"
"P05-1045";"7593";"use"
"P09-2093";"7594";"use"
"P10-1081";"7595";"present"
"D09-1016";"7596";"present"
"P00-1010";"7597";"approach"
"P10-2041";"7598";"use"
"P00-1032";"7599";"present"
"D07-1074";"7600";"approach"
"P05-1015";"7601";"use"
"P09-1026";"7602";"present"
"N04-1041";"7603";"approach"
"P08-1067";"7604";"use"
"P07-1089";"7605";"present"
"W05-0904";"7606";"present"
"D07-1074";"7607";"use"
"P08-1037";"7608";"use"
"P08-1068";"7609";"present"
"P98-1035";"7610";"present"
"N10-1127";"7611";"use"
"A00-2019";"7612";"method"
"P06-1031";"7613";"method"
"P10-1124";"7614";"present"
"P10-1124";"7615";"use"
"P10-1124";"7616";"present"
"W03-0404";"7617";"present"
"D09-1051";"7618";"present"
"P03-1021";"7619";"method"
"J97-3002";"7620";"present"
"N10-1127";"7621";"method"
"P08-1114";"7622";"method"
"D07-1056";"7623";"method"
"W10-0713";"7624";"use"
"P05-1045";"7625";"use"
"N09-1032";"7626";"introduce"
"P06-1141";"7627";"method"
"P09-3003";"7628";"introduce"
"D09-1158";"7629";"present"
"P10-3011";"7630";"use"
"D09-1075";"7631";"proposed by"
"D09-1075";"7632";"introduce"
"N09-1024";"7633";"use"
"P10-1131";"7634";"use"
"D10-1117";"7635";"use"
"J03-4003";"7636";"use"
"P06-1072";"7637";"use"
"N06-1003";"7638";"method"
"D10-1058";"7639";"present"
"J92-4003";"7640";"approach"
"D10-1104";"7641";"present"
"P06-1062";"7642";"use"
"P05-1074";"7643";"method"
"P06-1032";"7644";"use"
"A00-2019";"7645";"use"
"P03-2026";"7646";"present"
"P02-1053";"7647";"present"
"P00-1037";"7648";"present"
"P00-1037";"7649";"proposed by"
"D08-1047";"7650";"present"
"D08-1047";"7651";"proposed by"
"J93-2003";"7652";"method"
"P06-1015";"7653";"present"
"P10-1044";"7654";"present"
"P99-1065";"7655";"report"
"P05-1074";"7656";"use"
"P95-1026";"7657";"approach"
"P01-1008";"7658";"method"
"P07-1058";"7659";"proposed by"
"P94-1002";"7660";"present"
"P94-1050";"7661";"present"
"J92-4004";"7662";"approach"
"P92-1027";"7663";"present"
"P94-1026";"7664";"use"
"P94-1026";"7665";"approach"
"J93-1007";"7666";"use"
"P87-1022";"7667";"approach"
"J86-3001";"7668";"proposed by"
"J81-4002";"7669";"approach"
"N03-1017";"7670";"proposed by"
"N04-1033";"7671";"method"
"P06-2124";"7672";"present"
"D10-1041";"7673";"proposed by"
"D10-1064";"7674";"use"
"D10-1064";"7675";"use"
"P11-1038";"7676";"report"
"P00-1037";"7677";"present"
"D09-1060";"7678";"present"
"P08-1068";"7679";"use"
"P06-1043";"7680";"present"
"E06-1011";"7681";"proposed by"
"D07-1111";"7682";"use"
"P08-1066";"7683";"present"
"D09-1058";"7684";"present"
"W05-1506";"7685";"present"
"P10-1050";"7686";"present"
"P09-1108";"7687";"present"
"P09-1113";"7688";"approach"
"J10-4005";"7689";"present"
"P09-1006";"7690";"use"
"P09-1006";"7691";"use"
"W06-3104";"7692";"present"
"W04-3250";"7693";"proposed by"
"P03-1021";"7694";"present"
"P03-1021";"7695";"proposed by"
"P06-2101";"7696";"approach"
"P10-1049";"7697";"present"
"P06-2101";"7698";"approach"
"N04-1022";"7699";"approach"
"P09-1012";"7700";"proposed by"
"N09-1014";"7701";"present"
"W04-3250";"7702";"proposed by"
"N03-1017";"7703";"use"
"D09-1060";"7704";"approach"
"P08-1068";"7705";"report"
"W96-0213";"7706";"use"
"P11-1139";"7707";"use"
"P11-1139";"7708";"use"
"P12-2040";"7709";"use"
"W03-1025";"7710";"present"
"W99-0901";"7711";"use"
"W11-1601";"7712";"use"
"P11-1149";"7713";"present"
"P05-1022";"7714";"introduce"
"W11-0809";"7715";"present"
"N07-2007";"7716";"method"
"W04-3250";"7717";"proposed by"
"P09-1074";"7718";"use"
"N07-1002";"7719";"use"
"P10-2054";"7720";"present"
"W99-0613";"7721";"use"
"N10-1080";"7722";"report"
"P06-1115";"7723";"use"
"D11-1008";"7724";"present"
"P09-1059";"7725";"present"
"D14-1131";"7726";"use"
"P08-1023";"7727";"present"
"P03-1039";"7728";"present"
"P07-1034";"7729";"introduce"
"P09-1053";"7730";"use"
"P07-1096";"7731";"present"
"P05-1063";"7732";"use"
"P10-1110";"7733";"use"
"D10-1069";"7734";"use"
"D07-1111";"7735";"use"
"N03-1020";"7736";"introduce"
"P11-1100";"7737";"introduce"
"P11-1100";"7738";"use"
"N04-1019";"7739";"present"
"P07-1010";"7740";"present"
"N10-1145";"7741";"proposed by"
"P10-1150";"7742";"use"
"P02-1006";"7743";"use"
"P06-1141";"7744";"method"
"N09-1018";"7745";"approach"
"P08-1081";"7746";"method"
"P11-1061";"7747";"present"
"P09-1026";"7748";"use"
"P11-1044";"7749";"present"
"P08-1113";"7750";"present"
"P05-3010";"7751";"present"
"D09-1074";"7752";"introduce"
"P11-1038";"7753";"use"
"N07-1023";"7754";"present"
"D07-1007";"7755";"present"
"P10-1117";"7756";"proposed by"
"D08-1107";"7757";"report"
"P11-2111";"7758";"present"
"D07-1038";"7759";"present"
"P11-1029";"7760";"proposed by"
"P11-1098";"7761";"present"
"N03-1033";"7762";"use"
"N10-1066";"7763";"approach"
"W10-0713";"7764";"use"
"P09-3003";"7765";"introduce"
"W06-3208";"7766";"use"
"P03-1051";"7767";"use"
"W11-2202";"7768";"introduce"
"D09-1093";"7769";"method"
"P07-1033";"7770";"use"
"P09-1055";"7771";"present"
"J97-3002";"7772";"approach"
"P11-1103";"7773";"use"
"P11-1023";"7774";"use"
"D09-1026";"7775";"use"
"D09-1026";"7776";"use"
"P10-1041";"7777";"use"
"D10-1121";"7778";"present"
"P11-2104";"7779";"present"
"E97-1023";"7780";"present"
"P09-1026";"7781";"present"
"P05-1017";"7782";"present"
"W06-1601";"7783";"use"
"D09-1050";"7784";"present"
"N06-1041";"7785";"approach"
"W96-0213";"7786";"use"
"P07-1094";"7787";"approach"
"N06-1041";"7788";"approach"
"D07-1031";"7789";"approach"
"P10-1124";"7790";"present"
"P02-1051";"7791";"present"
"P09-2079";"7792";"use"
"P04-1035";"7793";"use"
"P02-1047";"7794";"proposed by"
"J93-1004";"7795";"method"
"W11-2503";"7796";"proposed by"
"W98-0705";"7797";"use"
"D10-1101";"7798";"proposed by"
"P11-2075";"7799";"report"
"P09-1027";"7800";"present"
"J11-2001";"7801";"approach"
"P02-1053";"7802";"approach"
"W11-2106";"7803";"use"
"W11-2106";"7804";"use"
"W10-1754";"7805";"use"
"N04-1035";"7806";"proposed by"
"W10-1736";"7807";"proposed by"
"D08-1022";"7808";"proposed by"
"P10-1034";"7809";"proposed by"
"W12-0301";"7810";"method"
"P12-1038";"7811";"present"
"P15-2017";"7812";"present"
"D11-1018";"7813";"present"
"N12-1015";"7814";"present"
"D12-1077";"7815";"proposed by"
"D12-1077";"7816";"present"
"D12-1077";"7817";"present"
"P10-2041";"7818";"method"
"Q15-1016";"7819";"use"
"W06-1615";"7820";"approach"
"P08-1081";"7821";"present"
"P10-1125";"7822";"present"
"P13-2146";"7823";"approach"
"P10-1125";"7824";"approach"
"D11-1096";"7825";"present"
"D13-1144";"7826";"present"
"P04-1077";"7827";"use"
"J13-4008";"7828";"use"
"D14-1036";"7829";"present"
"D14-1067";"7830";"approach"
"W08-1007";"7831";"proposed by"
"N15-1080";"7832";"present"
"P06-1101";"7833";"use"
"P10-2002";"7834";"present"
"W06-3108";"7835";"present"
"P13-1156";"7836";"present"
"D08-1010";"7837";"use"
"D08-1010";"7838";"use"
"P13-1156";"7839";"present"
"P07-1056";"7840";"present"
"P12-2008";"7841";"present"
"W11-2207";"7842";"present"
"D14-1082";"7843";"present"
"P04-1061";"7844";"method"
"W02-0902";"7845";"approach"
"D11-1006";"7846";"method"
"P08-1088";"7847";"approach"
"W02-0902";"7848";"approach"
"N01-1020";"7849";"approach"
"P08-1088";"7850";"approach"
"W02-0902";"7851";"approach"
"N01-1020";"7852";"approach"
"P08-1088";"7853";"approach"
"W02-0902";"7854";"approach"
"N01-1020";"7855";"approach"
"P08-1088";"7856";"approach"
"W02-0902";"7857";"approach"
"N01-1020";"7858";"approach"
"P05-1044";"7859";"present"
"P06-2005";"7860";"method"
"D11-1141";"7861";"present"
"D13-1007";"7862";"present"
"P06-2005";"7863";"method"
"P06-2005";"7864";"method"
"W11-2905";"7865";"method"
"P09-1056";"7866";"method"
"P10-1040";"7867";"method"
"E06-1011";"7868";"present"
"P99-1014";"7869";"present"
"P12-1027";"7870";"present"
"P11-1139";"7871";"present"
"D13-1031";"7872";"method"
"D12-1022";"7873";"method"
"W09-1802";"7874";"approach"
"W03-1101";"7875";"approach"
"P08-1030";"7876";"approach"
"P10-1081";"7877";"approach"
"P13-2111";"7878";"present"
"D12-1048";"7879";"approach"
"E06-1011";"7880";"use"
"D14-1082";"7881";"method"
"P13-1104";"7882";"method"
"N13-1090";"7883";"proposed by"
"P05-1074";"7884";"method"
"W07-0717";"7885";"use"
"W07-0716";"7886";"use"
"W08-1205";"7887";"report"
"W13-0118";"7888";"report"
"J00-3005";"7889";"approach"
"J12-4003";"7890";"present"
"W13-0114";"7891";"present"
"W11-0908";"7892";"present"
"P12-1076";"7893";"use"
"D12-1042";"7894";"method"
"D14-1082";"7895";"present"
"P15-1033";"7896";"present"
"D14-1181";"7897";"proposed by"
"N12-1086";"7898";"use"
"P11-1144";"7899";"use"
"N12-1086";"7900";"use"
"P11-1144";"7901";"use"
"N12-1086";"7902";"use"
"P09-1054";"7903";"proposed by"
"P12-1047";"7904";"method"
"W07-1412";"7905";"method"
"J13-3004";"7906";"present"
"D14-1161";"7907";"present"
"D14-1161";"7908";"proposed by"
"D14-1012";"7909";"proposed by"
"W06-0301";"7910";"present"
"D12-1096";"7911";"proposed by"
"P13-1045";"7912";"introduce"
"D12-1107";"7913";"use"
"W00-0304";"7914";"method"
"W12-1611";"7915";"method"
"D11-1054";"7916";"method"
"P02-1034";"7917";"present"
"P02-1034";"7918";"proposed by"
"P06-1071";"7919";"present"
"P05-1024";"7920";"method"
"J07-2003";"7921";"proposed by"
"N07-1061";"7922";"method"
"P07-1092";"7923";"method"
"N07-1061";"7924";"method"
"P07-1092";"7925";"method"
"N07-1061";"7926";"method"
"P07-1092";"7927";"method"
"N07-1061";"7928";"method"
"E14-1048";"7929";"present"
"N13-1090";"7930";"use"
"W11-1422";"7931";"use"
"P12-1109";"7932";"method"
"P13-1122";"7933";"introduce"
"N13-1030";"7934";"present"
"W13-2117";"7935";"introduce"
"W13-2117";"7936";"introduce"
"P11-1061";"7937";"use"
"Q14-1031";"7938";"use"
"P08-2010";"7939";"use"
"P13-1078";"7940";"present"
"P03-2041";"7941";"use"
"N04-1035";"7942";"use"
"P06-1121";"7943";"use"
"Q14-1011";"7944";"present"
"P04-1005";"7945";"present"
"P08-2027";"7946";"use"
"N13-1102";"7947";"present"
"Q14-1011";"7948";"method"
"D13-1013";"7949";"method"
"N15-1142";"7950";"approach"
"W10-2903";"7951";"present"
"P11-1149";"7952";"present"
"J13-2005";"7953";"introduce"
"D11-1049";"7954";"introduce"
"D12-1006";"7955";"proposed by"
"W02-1001";"7956";"proposed by"
"N15-1157";"7957";"present"
"W12-2704";"7958";"present"
"P12-1063";"7959";"report"
"P11-1027";"7960";"present"
"P15-1150";"7961";"present"
"W06-1615";"7962";"present"
"P11-1061";"7963";"report"
"P12-1110";"7964";"present"
"P07-1092";"7965";"approach"
"P07-1108";"7966";"approach"
"D13-1107";"7967";"approach"
"P13-1082";"7968";"approach"
"W12-1633";"7969";"present"
"W12-1633";"7970";"present"
"W13-4030";"7971";"present"
"N13-1008";"7972";"present"
"P11-1055";"7973";"method"
"P09-1113";"7974";"method"
"D12-1042";"7975";"method"
"P15-1001";"7976";"use"
"P13-1107";"7977";"method"
"P13-1107";"7978";"proposed by"
"W06-3808";"7979";"present"
"P10-1043";"7980";"proposed by"
"D11-1014";"7981";"introduce"
"P09-1027";"7982";"present"
"D10-1117";"7983";"approach"
"D10-1004";"7984";"approach"
"D12-1063";"7985";"approach"
"P10-2050";"7986";"method"
"D10-1101";"7987";"method"
"D07-1114";"7988";"method"
"P12-1036";"7989";"method"
"E09-1005";"7990";"approach"
"P08-2052";"7991";"method"
"W10-2602";"7992";"proposed by"
"W10-2602";"7993";"present"
"W11-0702";"7994";"use"
"D08-1031";"7995";"approach"
"D08-1031";"7996";"approach"
"D13-1057";"7997";"approach"
"D08-1069";"7998";"approach"
"D13-1203";"7999";"approach"
"D09-1101";"8000";"approach"
"P12-2061";"8001";"method"
"D13-1049";"8002";"present"
"P07-1091";"8003";"present"
"P12-1096";"8004";"present"
"P12-1096";"8005";"present"
"P12-2061";"8006";"method"
"D13-1139";"8007";"method"
"D07-1101";"8008";"present"
"P10-1001";"8009";"present"
